7,4,10,5,12,12,12,5,3,12,8,14,4,6,14,12,9,8,9,10,8,9,15,10,12
7,9,10,5,11,14,11,8,6,12,9,14,4,7,11,11,7,4,10,9,10,12,18,11,13
6,4,7,7,12,10,10,7,6,10,9,11,7,7,13,11,8,7,9,9,8,10,17,10,12
7,9,6,15,11,9,5,11,16,0,10,8,10,2,4,14,10,4,10,6,10,8,14,8,10
11,11,6,17,11,9,6,14,20,3,11,10,13,6,5,8,7,6,12,8,9,7,14,11,8
8,5,3,13,13,10,8,9,13,4,11,11,8,5,7,10,9,5,10,9,11,6,17,10,10
9,9,4,19,12,9,5,14,16,0,11,7,15,3,3,9,8,6,8,8,11,5,14,12,9
